0,347726725;0,22180755;-0,149160336;-0,184805024;-0,313834084;-0,135515826;0,072964725;0,004934612;-0,17738485;-0,210947897;-0,08966089;-0,322533172;-0,331951848;-0,413733387;0,413666302;0,086415303;-0,063132961;0,338907032;0,348646575;-0,397094391;0,298378852;-0,409496586;-0,086574405;0,014246785;-0,007720932;-0,338076851;-0,34037145;-0,012983701;0,158197393;0,385354097;0,145960714;-0,128526771;0,054433141;0
-0,139979337;0,228601305;-0,246317735;-0,252078649;-0,19445453;0,158833678;0,026744461;0,342713555;0,034077337;-0,097988058;-0,034280541;0,408962998;0,346330624;0,123190423;0,02712665;0,057483607;-0,081863473;0,064103554;-0,39458504;-0,296634441;0,125019852;-0,352024375;0,330843197;-0,117998159;0,262972993;0,249296023;-0,402137347;-0,22152449;-0,340431688;0,273117332;-0,136358832;0,069471503;-0,387514233;0
0,049413801;0,234407603;-0,215954578;0,233603923;-0,087886162;-0,295058545;-0,24630676;-0,104478;-0,313427831;-0,162078599;0,114871586;0,374086251;0,031663901;0,072328558;-0,034887159;0,058882014;0,355912806;-0,186319248;-0,105129572;0,114165639;-0,258272445;0,355793403;-0,214335077;0,324138222;0,298060538;-0,088671528;-0,017370439;0,134590911;-0,178111163;0,256765128;0,187340119;-0,38800934;0,32262807;0
0,370097117;-0,129463291;0,315162934;-0,183298886;0,250259798;-0,420357426;-0,067218015;0,278101835;0,234223674;0,012067569;0,236434339;-0,210408503;-0,065704295;-0,195071022;-0,24941265;0,059129926;0,14597361;-0,26996438;0,033056466;0,395150854;0,381685978;0,297138326;0,120000512;0,022362566;-0,113712686;0,361923499;-0,425594748;0,148692008;0,045482443;-0,352746951;-0,143812846;0,076961396;0,076500812;0
-0,374921934;0,087946898;-0,224588265;0,076330021;-0,184199214;-0,320727106;-0,192341936;0,388468557;0,262443919;-0,066116004;-0,08265428;-0,024389301;0,108166611;-0,062615281;-0,31998062;-0,194337903;-0,35091913;0,102295342;0,100349394;-0,272096461;-0,35678008;0,367322206;-0,353421323;0,176916311;-0,133579747;0,356793914;0,314716413;-0,421142792;0,210470092;-0,193760723;0,160590511;-0,270499699;-0,266907172;0
0,139470799;-0,117162476;0,143362193;0,401555729;0,409180019;-0,096207291;-0,375617388;-0,200981712;-0,419697818;-0,307138055;-0,063125784;-0,223725322;-0,379628247;0,204500818;-0,001841335;0,320765987;-0,083350203;-0,029978541;-0,028662179;0,182217874;-0,077322257;0,006900777;-0,315864026;0,014988107;0,024875539;-0,216470346;-0,114613013;-0,209063405;-0,197579258;-0,248381649;0,029824527;0,1996736;-0,238534695;0
-0,183862244;0,395075926;-0,371832919;-0,036962699;-0,169513518;-0,333719035;-0,227877482;0,049586668;0,355265365;-0,363462376;0,248080147;0,136084575;-0,025738482;-0,180331614;-0,274087018;-0,109822367;-0,315528665;-0,132559819;0,262597933;-0,237127425;-0,026337459;0,236795199;-0,293810092;-0,227678564;-0,298006028;-0,049699923;0,199270251;-0,407974392;0,259826131;0,42297766;0,255063946;0,089417532;0,16358073;0
-0,411570741;0,230614111;0,235805006;-0,05638853;-0,068651429;-0,340216799;-0,122639621;-0,227164811;-0,293748908;-0,006207507;-0,056016961;-0,137564058;0,305283646;-0,375766094;0,390241382;-0,266906109;0,327139076;-0,308430708;0,310558284;0,193606709;0,01042091;0,214182878;0,005722672;0,262505904;0,28222576;-0,165336785;0,306566519;-0,106609171;-0,246283204;0,216140652;0,358667819;-0,192146208;-0,2677175;0
0,398883959;-0,040547855;0,01543439;-0,08351191;0,372946278;0,179502878;-0,218723134;-0,041142561;0,416417501;-0,158968665;-0,183377408;0,188586983;0,336265608;-0,17690956;-0,100313944;0,235408984;0,285311831;0,359067169;0,305028254;0,370885777;0,322190937;-0,273220294;-0,199373504;-0,201488675;0,399679217;0,087765824;-0,329694758;-0,220403204;0,410349665;-0,407261722;-0,083509446;0,061504788;-0,290250867;0
-0,296226673;0,332779801;0,091161876;-0,051573122;0,242985915;0,380572913;-0,061553472;0,102901303;-0,191630844;0,020383524;-0,053228571;-0,237280035;-0,352461194;0,372340266;-0,414807339;-0,019499651;0,084361959;-0,105214921;0,283453598;-0,372740549;-0,136651871;-0,163528323;0,245724139;-0,267554465;-0,209457049;-0,056811012;-0,141199661;0,082817522;-0,424700043;-0,025112111;0,397299108;0,350920896;0,181497918;0
